id,title,avatar,rating,snippet,likes,date,iso_date,response
4a3570f4-c7f1-4ca4-9b08-ad8f1dea0b30,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,"I use this app in my preK classroom and the children love it! I gave 4 stars because I purchased the game thinking that the ads would disappear, but they are still there. It's very frustrating for the children and me when they accidently click on the ad. Is there a way to remove? I also have another device that I'd like to purchase one of your apps for, but if I can't remove the ads, I don't think that I will. UPDATE: Problem was fixed!! Thank you for your prompt service!! You guys rock!!",70,"April 02, 2019",2019-04-02T23:23:56Z,"{'title': 'Queleas LLC', 'snippet': 'Thank you so much... When you purchase the game the ads should be removed. Please, just in case, restart the game. If you still have the issue send us an email to webmaster@queleas.com . Thank you again.', 'date': 'March 30, 2019', 'iso_date': '2019-03-30T12:56:12Z'}"
cc24deee-2641-407c-88cc-232660a29ca3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,4.0,I bought the full no ad version. It's a little glitchy for a paid app. It's not easy to exit even as a parent. What earns the stars is the letter tracing. My 5 yr old enjoys it and I think the letter tracing has helped her in learning how to write in that it makes kids form the letters in the correct sequence of lines.,27,"January 21, 2020",2020-01-21T02:05:06Z,"{'title': 'Queleas LLC', 'snippet': 'Hi. Thank you so much for your review. We will check the exit function. Thanks', 'date': 'January 23, 2020', 'iso_date': '2020-01-23T22:31:57Z'}"
077a8d8a-196c-4a3d-9dc8-820b054a844d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,I'm hoping you will fix the selection in the app for restoring the purchase. My son loves this app and it has taught him a lot. I just got a new improved device and your app is refusing to allow us to restore to full version. I DO NOT want my money back. I want the app to work since I already paid for it.,19,"October 30, 2019",2019-10-30T22:44:01Z,"{'title': 'Queleas LLC', 'snippet': 'Hi.. sorry to hear that. We will check that issue.. please send us an email to webmaster@queleas.com with your purchase order. I can refund your old purchase and you can buy it again on the new device.', 'date': 'October 30, 2019', 'iso_date': '2019-10-30T22:17:24Z'}"
723fb34e-851b-4c2a-b46d-7da1c0b02ce9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,2.0,The games and activities for kids aren't thought through. What I mean is nothing is explained or showed and as a person that makes their living on teaching kids in preschool this is a poor app for that. (Response to developer) Indeed it is a preschool game...that has 30 second ads. A more formal review would be that the learning games lack development and necessary mechanics to keep kids engaged and understand what is going and what they should be learning. No need to patronize a paying customer,29,"September 01, 2019",2019-09-01T14:48:05Z,"{'title': 'Queleas LLC', 'snippet': 'Sorry to hear that.. Its a Preschool game.', 'date': 'September 01, 2019', 'iso_date': '2019-09-01T14:22:07Z'}"
cda5bc6c-6047-49ec-9c61-b742b03b171b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,only lets you do a through F then it wants to charge you for more not only that shows that you can access certain games then when you go to play the games and wants to to pay 399 for each one it only teaches you a through f do not recommend it at allm,13,"March 20, 2019",2019-03-20T17:59:13Z,"{'title': 'Queleas LLC', 'snippet': 'The Full Version is for all the games. Thanks', 'date': 'March 21, 2019', 'iso_date': '2019-03-21T02:11:31Z'}"
17b0d105-bb31-4aee-9a97-38ef06229204,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,I bought this app a year ago and suddenly I no longer have the full version and they want additional money monthly for an app I already paid for! Very disappointed as my son loved this game and now can no longer play his favourite games on the app. Very unfair. All I want is the game without paying monthly for it!!,25,"November 20, 2019",2019-11-20T18:59:53Z,"{'title': 'Queleas LLC', 'snippet': 'Sorry to hear that. Please send us an email to webmaster@queleas.com with your order number.', 'date': 'November 20, 2019', 'iso_date': '2019-11-20T19:12:57Z'}"
d34b0fb0-9f3a-4fe5-bb1d-75f8f3667abd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"Way too many ads. My son can't do anything without hitting an ad. You also have to pay to get the other half of the alphabet in the coloring game, among other things. So frustrating.",9,"September 29, 2018",2018-09-29T18:07:06Z,"{'title': 'Queleas LLC', 'snippet': 'Hi, thank you for your review... We have 6 free games that you can enjoy..', 'date': 'October 14, 2018', 'iso_date': '2018-10-14T01:03:20Z'}"
46940c88-3062-48fc-b66a-c564e2e588f7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,My kids really love the app. Im trying to get the full version can someone tell me how to get it? I clicked the option for the full version but it seems that it doesn't work. thanks,1,"February 06, 2019",2019-02-06T19:51:01Z,"{'title': 'Queleas LLC', 'snippet': 'Thank you so much for your review.. You should be able to get the full version by resolving the math problem.. We will check this problem more deeply. Thanks', 'date': 'February 07, 2019', 'iso_date': '2019-02-07T15:55:13Z'}"
5b7a985e-6136-4911-b64f-df13a9303d73,Tiffiny Derevage,https://play-lh.googleusercontent.com/a-/ALV-UjVXZ-Kt28spxNJkRBy5DzwCyfJR4lv3WmEp1e8k4IHqqNvoIwN8,2.0,Son liked it but left handed and couldn't move the way its supposed to. Made him lose on stars. Also availability games wern available. Unsubscribe,4,"July 10, 2021",2021-07-10T02:52:51Z,
0b2ab3ea-c085-4dee-8e4c-677eef7f0bf0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,4.0,It's a great educational tool which will help my little one develop amazing cognitive skills.,7,"October 29, 2018",2018-10-29T14:26:48Z,"{'title': 'Queleas LLC', 'snippet': 'Great.. Thank you so much for your review.', 'date': 'October 29, 2018', 'iso_date': '2018-10-29T16:56:14Z'}"
